jmeno,adresa,email,tel,web
MDDr. Adamová Marta,", 664 75 Deblín 320",,,
MDDr. Agáta Navláèilová s.r.o.,"J. A. Bati 5645, 760 01 Zlín",,,
MDDr. AlAdeeb Abdullah,"Vídeòská 1083, 142 00 Praha 4",,,
MDDr. Alena Kociánová,"Èeskoslovenské armády 496, 738 01 Frıdek-Místek",,,
MDDr. Aleš Zápotockı,"Staropramenná 397/4, 150 00 Praha 5",,,neuveden
MDDr. Albìta Omastová,"nám. Osvoboditelù 1575, 691 02 Velké Bílovice",,,
MDDr. Anastázie Kleèková,"Školní 637/2, 748 01 Hluèín",,,
MDDr. Andìlová Jana,"Jana Pitry 448, 517 73 Opoèno",,,
MDDr. Andìlová Veronika,"Baarova 769/45, 140 00 Praha 4",info@zubar-andelova.cz,,www.zubar-andelova.cz
MDDr. Anderlová Petra,", 544 72 Bílá Tøemešná 31",,,
MDDr. Anna Janoušková,"Staropramenná 397/4, 150 00 Praha 5",,,
"MDDr. Anna Medviïová - dental care, s.r.o.","Štìpánská 630/55, 110 00 Praha 1",am.dentalcare@gmail.com,,
MDDr. Baader Jiøí,"Rùová 323/4, 460 01 Liberec 2",jiri.baader@prozub.cz,,https://prozub.cz/
MDDr. Balejová Zuzana,"Slánská 169, 273 41 Brandısek",,,
MDDr. Balušík Lukáš,"Škroupova 1342/12, 702 00 Ostrava",,,
MDDr. Baník Martin,", 756 04 Bystøièka 154",,,
MDDr. Baránková Michaela,"Einsteinova 21a, 779 00 Olomouc",,,
"MDDr. Barbora Cudlínová - zubní ordinace, s.r.o.","Pavlovova 585/6, 736 01 Havíøov",,,
MDDr. Barbora Došlová,"Vodní 4545/25, 796 01 Prostìjov",,,www.zubnivodni.cz
MDDr. Barbora Heringová,"Nad Vršovskou horou 1423/10, 101 00 Praha 10",,,
MDDr. Barbora Krybusová,"Široká 175, 751 01 Tovaèov",,,
MDDr. Barcal Pavel,"J. Š. Baara 692/26, 405 02 Dìèín",,,
MDDr. Bárta Tomáš,"Rudná 977/98, 700 30 Ostrava - Zábøeh",,,
MDDr. Bartoušková Soòa,"Píseèná 5285, 430 04 Chomutov",,,
MDDr. Batelová Iva,"Dobrovodská 56/27, 370 01 Èeské Budìjovice",,,
MDDr. Bauerová Petra,"Rokycanova 1756, 356 01 Sokolov",,,
MDDr. Bäuml Karel,"Humny 333, 273 08 Pchery",,,
MDDr. Bc. Kašparová Eva,"Tyršova 324, 684 01 Slavkov u Brna",,,
MDDr. Bedøich Fridrich,"U Sboru 178, 688 01 Uherskı Brod",,,
MDDr. Bencová Lenka,"U Høištì 552, 594 42 Mìøín",,,
MDDr. Beneš Jan,"Milièeves 26, 506 01 Slatiny",,,
MDDr. Beneš Michal,"Praská 893/21, 460 07 Liberec 3",,,
MDDr. Bílek Václav,"Trní 508, 436 01 Litvínov",ordinace.bilek@gmail.com,,
MDDr. Blahová Pavlína,"Masarykovo námìstí 157, 686 01 Uherské Hradištì",,,
MDDr. Blašková Petra,"V Kasárnách 669, 384 51 Volary",,,
MDDr. Bobková Denisa,"Dr. Vanèury 401, 738 01 Frıdek-Místek",,,
MDDr. Boèek Jiøí,"Harantova 1388/64, 397 01 Písek",,,
MDDr. Boèek Vojtìch,"Harantova 1388/64, 397 01 Písek",,,
MDDr. Brachtel Zdenìk,"Václavská 1560, 347 01 Tachov",,,
MDDr. Branı Tomáš,"Školní 388, 739 91 Jablunkov",,,
MDDr. Broová Zdeòka,"Kremlièkova 990, 280 02 Kolín",,,
MDDr. Brùhová Adéla,"Pod Nemocnicí 683, 339 01 Klatovy II",,,
MDDr. Bøenek Ondøej,"Ještìdská 636/61, 460 07 Liberec 7",,,
MDDr. Burián Vojtìch,"Tyršova 394, 513 01 Semily",,,
MDDr. Buriánková Aneka,"Vysocká 138, 513 01 Semily",,,
MDDr. Cenov Monika,"Mírová 1537, 735 32 Rychvald",,,
MDDr. Císaø Pavel,"Národní 1010/9, 110 00 Praha 1",,,
MDDr. Cmajdálková Nikola,"Polní 3968/25, 695 01 Hodonín",,,
MDDr. Czudek Štìpán,"6. kvìtna 591, 768 61 Bystøice pod Hostınem",,,
MDDr. Czudková Kateøina,"Riegrovo námìstí 154/25, 767 01 Kromìøí",,,
MDDr. Èálková Hana,"námìstí Osvoboditelù 820/1, 500 03 Hradec Králové",,,
MDDr. Èapáková Martina,", 798 55 Hvozd, è. 80",,,
MDDr. Èarná Kateøina,"Vokáèova 1570/10, 140 00 Praha 4",,,
MDDr. Èástek Miroslav,"Øíèanská 1177, 252 42 Jesenice",,,
MDDr. Èástková Hana,"Voltuš 106, 262 42 Romitál pod Tøemšínem",,,
MDDr. Èástková Veronika,"Voltuš 106, 262 42 Romitál pod Tøemšínem",,,
MDDr. Èechák Jan,"Na Støelnici 18, 779 00 Olomouc",,,
MDDr. Èechová Kateøina,"Køiná 857, 757 01 Valašské Meziøíèí",,,
MDDr. Èejglová Miroslava,"Mìsteèko 250, 696 32 dánice",,,
MDDr. Èermáková Dominika,"Masarykovo nám. 104, 334 01 Pøeštice",,,
MDDr. Dagmar Potùèková,"Praská 2394/1b, 678 01 Blansko 1",,,
MDDr. Daniela DUBNOVÁ,"Teplická 1850/60A, 405 02 Dìèín 2",,,
MDDr. David Irman,"námìstí Míru 3, 364 71 Bochov",,,
"MDDr. David Král, Ph.D.","Husovo nám. 2268/45, 796 01 Prostìjov",,,
MDDr. Dìdinová Petra,"Èechovská 57, 261 01 Pøíbram 1",,,
MDDr. Denisa Dušková,"Vítkovická 3083/1, 702 00 Ostrava",,,
MDDr. Dlouhá Tereza,"Bøí Mrštíkù 38, 690 74 Bøeclav",,,
MDDr. Dolejší Lenka,"Kadláèkova 894/17, 742 21 Kopøivnice",,,
MDDr. Douša Václav,"Bøí Mrštíkù 3065/38, 690 02 Bøeclav",,,
MDDr. Dovol Josef,"Hradská 1564, 396 01 Humpolec",dovolsiusmev@gmail.com,,
MDDr. Drahoš Milan,"Zenklova 1545/39, 180 00 Praha 8",,,
"MDDr. Drmola Adam - Pod Kaštany 2288/15, Brno","Pod Kaštany 2288/15, 616 00 Brno",,,
MDDr. Drmola František,"Vinièní 4049/235, 615 00 Brno",,,
MDDr. Drobíková Tereza,"Kojetická 1021, 277 11 Neratovice",,,
MDDr. Drobnı Lukáš,"Nádraní 414, 256 01 Benešov",lukas.drobny@seznam.cz,,www.4DArt.cz
MDDr. Dvoøák Jan,"Šlikova 461/3, 169 00 Praha 6",info@stomatologiedvorak.cz,,www.stomatologiedvorak.cz
MDDr. Dvoøák Vladimír,"Seydlerova 2451/8, 158 00 Praha 5",,,
MDDr. Edita KLIMEŠOVÁ,"Píseèná 5285, 430 04 Chomutov",,,
MDDr. Elèknerová Irena,"1. máje 606, 572 01 Polièka",,,
"MDDr. Eliška Pajerová, DiS.","Petrské námìstí 1214/89, 110 00 Praha 1",,,
MDDr. Enderová Anna,"Opavská 119/7, 747 23 Bolatice",,,www.zubarbolatice.cz
MDDr. Eva Holá,"Milíèova 2548/4, 796 01 Prostìjov",,,
MDDr. Eva Martinová,"Olšanská 2666/7, 130 00 Praha 3",,,
MDDr. Eva Mozo¾ová,"Wellnerova 1215/3a, 779 00 Olomouc",,,
MDDr. Eva Stehlíková,"9. kvìtna 9, 664 11 Zbıšov",,,
MDDr. Fadi Akike s.r.o.,"1. máje 500, 739 61 Tøinec",,,
MDDr. Fidler Pavel,"Jièínská 2349/8, 130 00 Praha 3",,,
MDDr. Filip Král s.r.o.,"Pod Koeluhy 607, 50601 Jièín",,,
MDDr. Filip Tomeèek,"Werichova 1145/23, 152 00 Praha 5",,,
MDDr. Fišer Karel,"nám. Svobody 30, 342 01 Sušice 1",fiser@susice.net,,
MDDr. Fraòková Radka,"Jana Opletala 644/8, 290 01 Podìbrady",,,
MDDr. Friedel Pavel,"Lidická 19, 742 83 Klimkovice",,,
MDDr. Fusová Zuzana,"Hluèínská 739, 747 27 Kobeøice",,,
MDDr. Gavlas Alexandr,", 756 11 Valašská Polanka è. 378",,,
MDDr. Gavriloviè Nikola,"Hlavní 38/42, 691 41 Bøeclav - Poštorná",,,
MDDr. Gletová Dagmar,"Sokolovská 2170/161, 180 00 Praha 8",,,
MDDr. Golík Jiøí,"Janského 1669/2, 735 06 Karviná",,,
MDDr. Gottwaldová Jana,"Karla Èapka 1656/13, 664 51 Šlapanice",,,
MDDr. Gráfová Kateøina,"Husova 647, 440 01 Louny",,,
MDDr. Gurková Dana,"Havlíèkova 5623/34a, 586 01 Jihlava",,,
MDDr. Habartová Pavla,"Za Poøíèskou bránou 258/9, 186 00 Praha 8",,,
MDDr. Háblová Kristina,"Na Kuthence 1217/14, 160 00 Praha 6",,,
MDDr. Háblová Kristina,"Tibetská 806/2, 160 00 Praha 6",,,
MDDr. Hadrbolcová Veronika,"Dr. Hoøice 691, 295 01 Mnichovo Hradištì",,,
MDDr. Hájek Jiøí,"Èelakovského 610, 566 01 Vysoké Mıto - Choceòské Pøedmìstí",,,www.drhajek.cz
MDDr. Halama Barbara,"Mánesova 537/25, 737 01 Èeskı Tìšín",,,
MDDr. Haltmar Petr,"Unièovská 905/2, 787 01 Šumperk",,,
MDDr. Haluzová Michaela,"J. È. Drahlovského 2315/12, 750 02 Pøerov",ordinace@prerovskyzubar.cz,,www.prerovskyzubar.cz
MDDr. Hamrlíková Gabriela,"Okruní 1781/20, 792 01 Bruntál",zubnilekarka3@gmail.com,,
MDDr. Hana Brázdová,"Krále Jana 538, 583 01 Chotìboø",,,
MDDr. Hana Motáòová Øíèná,"Partyzánská 229, 747 87 Budišov nad Budišovkou",,,
MDDr. Hana Šimková,"Nuèická 1830/38, 100 00 Praha 10",,,
MDDr. Hanuliaková Zuzana,"Školní 309/13, 789 01 Zábøeh",,,www.rovnatka-zabreh.cz
MDDr. Hanušová Vendula,"Školská 309/13, 789 01 Záhøeb",info@zabrehdent.cz,,
MDDr. Harantová Hana,"J. V. Sládka 818, 391 81 Veselí nad Lunicí",,,
MDDr. Havlièková Kamila,"Nádraní 80/41, 277 11 Neratovice",,,
MDDr. Havlovic Vít,"Krupièkova 626, 284 01 Kutná Hora",,,
MDDr. Helena Marešová,"Gen. Svobody 39, 503 04 Èernoice",,,
MDDr. Helta Miloš,"Generála Janouška 902/17, 198 00 Praha 9",,,
MDDr. Heømánek Jan,"Geologa Pošepného 1223, 514 01 Jilemnice",,,
MDDr. Hoffmanová Markéta,"Olbrachtova 582/1, 293 02 Mladá Boleslav",info@zdravezuby-mb.cz,,www.zdravezuby-mb.cz
MDDr. Honsa Ladislav,"Husovo nám. 530/5, 390 02 Tábor",,,https://www.facebook.com/zctabor/
MDDr. Horáková Zuzana,"Bokovská 2967/4, 141 00 Praha 4",,,
MDDr. Horòák Filip,"Škroupova 1342/12, 702 00 Ostrava",hornak.ordinace@gmail.com,,
MDDr. Hoøák Jiøí,"Jiráskova 3109/5, 695 01 Hodonín",,,
MDDr. Hradil Adam,"Louèka 239, 756 44 Louèka u Valašského Meziøíèí",ah.dent@seznam.cz,,www.naszubar.com
MDDr. Hrachovcová Kateøina,"Msgr. Šrámka 1028/11, 741 01 Novı Jièín",,,
MDDr. Hrbáèková Jitka,"U Kostela 55/7, 751 17 Horní Moštìnice",moje-zuobky@seznam.cz,,
MDDr. Hrdinová Hana,"Komenského 740, 697 01 Kyjov",,,
MDDr. Hudeèková Jana,"Dr. Maye 686/5, 709 00 Ostrava",,,
"MDDr. Hujová Anna, Dis","Tyršova 262, 506 01 Jièín",,,
MDDr. Huová Eva,"Antonínova 4465, 760 01 Zlín",,,
MDDr. Hıbl Tomáš,"Hálkova 367, 547 01 Náchod",,,
MDDr. Chabrová Martina,"Heydukova 463, 430 01 Chomutov",,,
MDDr. Chalupová Martina,"Svatopluka Èecha 840/39, 674 01 Tøebíè",,,
MDDr. Chromèáková Markéta,"Smetanova 1057, 755 01 Vsetín",,,chromcakova.wz.cz
MDDr. Ilavskyj Viktor,"Sadová 528, 431 51 Klášterec nad Ohøí",,,
MDDr. Iva Šenková,"tø. Kosmonautù 989/8, 779 00 Olomouc",,,
MDDr. Iva Tuháèková,"Moskevská 658/41, 460 01 Liberec 4",,,
MDDr. Ivana Hluchá,"Karlovarská 232, 362 33 Hroznìtín",,,
MDDr. Ivana Kratochvílová,"Jiráskova 3109/5, 695 01 Hodonín",,,
MDDr. Jahnová Michaela,"Vítìzné námìstí 829/10, 160 00 Praha 6",,,
MDDr. Jakovidis Aristotelis,"Slévárenská 401/7, 709 00 Ostrava - Mariánské Hory",,,
MDDr. Jakovidis Aristotelis,"Èeskobratrská 2227/7, 702 00 Ostrava",,,
MDDr. Jakub Folbr s.r.o.,"Roudenská 523/31, 370 01 Èeské Budìjovice",,,
MDDr. Jalùvka Petr,"Štítného 644/8, 709 00 Ostrava - Mariánské Hory",,,
MDDr. Jan Mucha,"8. pìšího pluku 2389, 738 01 Frıdek-Místek",,,
MDDr. Jan Plhák,"Tovární 501, 789 69 Postøelmov",,,
MDDr. Ján Semanèo s.r.o.,"Rostislavovo námìstí 3075/15, 621 00 Brno",info@semanco.cz,,
MDDr. Jan Vlanı s.r.o.,"Tyršova 305, 763 02 Zlín - Malenovice",,,
MDDr. Jana Bednarská,"nám. Dr. E. Beneše 4/12, 460 07 Liberec 3",info@tridente.cz,,
MDDr. Jana Bušová,"Široká 408/2, 664 91 Ivanèice",,,
MDDr. Jana Letochová s.r.o.,"Zahradní 230, 671 67 Hrušovany nad Jevišovkou",,,
MDDr. Jana Macháèková,"Jívavská 1330/16, 785 01 Šternberk",,,
MDDr. Jana Mikulová,"Choceradská 300, 251 62 Mukaøov",,,
MDDr. Jana Samohılová,"Obilní trh 310/4, 602 00 Brno",,,
MDDr. Jana Spáèilová,"ilinská 1246/26a, Olomouc 779 00",,,
MDDr. Jana Zítková s.r.o.,"námìstí Míru 13, 439 82 Vroutek",,,
MDDr. Jantaè Michal,"Husova 1325/6, 742 21 Kopøivnice",,,
MDDr. Jarmila Macenauerová,"Vítìzné námìstí 829/10, 160 00 Praha 6",,,
MDDr. Jaroslav Bárta,"Terezie Brzkové 942/15, 318 00 Plzeò",zubniordinaceskvrnany@seznam.cz,,
MDDr. Jemelková Horalíková Eva,"Osecká 309/20, 751 31 Lipník nad Beèvou",,,
MDDr. Jícha Roman,"Èechovská 57, 261 01 Pøíbram",,,
MDDr. Jindøiška Baxová,"Masarykovo nám. 104, 334 01 Pøeštice",,,
MDDr. Jiráèková Klára,"Hradební 1096/18, 350 02 Cheb",,,
MDDr. Jiráèková Klára,"Masarykovo nám. 104, 334 01 Pøeštice",,,
MDDr. Jirkù Jan,"M. Alše 267, 252 62 Horomìøice",,,
MDDr. Jiroušová Monika,"Pod Kulturním domem 932/1, 155 00 Praha 5",,,
MDDr. Jírová Jitka,"Halasova 5729/12, 586 01 Jihlava",,,
MDDr. Jiøí Gottvald s.r.o.,"Masarykovo námìstí 76, 664 71 Veverská Bítıška",,,
MDDr. Jiøí Janáè s.r.o.,"Lidická 935/10, 680 01 Boskovice",,,
MDDr. Jiøí Peèenka,"Tloskov 1, 257 56 Neveklov",,,www.mddrpecenka.cz
MDDr. Jitka Šedivá,"Pode Zdìmi 402, 267 27 Liteò",,,
MDDr. Josef Gregora,"Jeronımova 20/27, 370 01 Èeské Budìjovice",,,
MDDr. Jurèík Štìpán,"Jana Babáka 2733/11, 612 00 Brno",ordinace@drjurcik.cz,,
"MDDr. Jureèek Zdenìk, Dis","Temenická 92, 787 01 Šumperk",,,
MDDr. Juríková Lucie,"Brnìnská 305, 666 01 Tišnov",,,
MDDr. Juøièka Stanislav,", 756 12 Horní Lideè 291",,,
MDDr. Kabica David,"Dolní 95, 763 62 Tlumaèov",,,
MDDr. Kabica David,"Antonínova 4465, 760 05 Zlín",,,
MDDr. Kaèmaøová s.r.o.,"Bozdìchova 1848/4, 702 00 Ostrava",,,
MDDr. Kadlec Jiøí,"Na Vıšinách 451/2, 460 15 Liberec 15",,,
MDDr. Kadlubiec Marek,"Budovatelù 991/20b, 735 64 Havíøov",info@makadent.cz,,www.makadent.cz
MDDr. Kalcù Vít,"Vrchlického 2497/57, 586 01 Jihlava",,,
MDDr. Kalousková Veronika,"Husova 931, 551 01 Jaromìø",,,
MDDr. Kalusová Eva,"Støední 18, 747 15 Šilheøovice",,,
MDDr. Kamila Slouková,"Jiráskova 1389, 516 01 Rychnov nad Knìnou",,,
MDDr. Kanová Martina,"Zámecká 454, 696 32 dánice",,,
MDDr. Kapková Alice,"Huská 211, 272 01 Kladno",,,
MDDr. Kaplánová Hedvika,"Èechovská 57, 261 01 Pøíbram",,,
MDDr. Kapplová Veronika,"Husova 9, 508 01 Hoøice",,,
MDDr. Karolína Kratochvílová - ORTODONCIE,"Èeskoslovenského exilu 2288/40, 143 00 Praha 4",,,
MDDr. Kasal Josef,"Šubrtova 2170, 58001 Havl. Brod",josefkasal@gmail.com,,
MDDr. Kasperová Kateøina,"Vítìzná 36, 360 01 Karlovy Vary",,,
MDDr. Katarína Èechurová,"Holoubkov 7, 338 01 Holoubkov",,,
"MDDr. Katarína Janièová - erotínova 207, Valašské Meziøíèí","erotínova 207, 757 01 Valašské Meziøíèí",,,
MDDr. Kateøina Fojtová,"Èeské Vrbné 2403, 370 11 Èeské Budìjovice 2",,,
MDDr. Kateøina Hnidáková,"nám. Osvoboditelù 1575, 691 02 Velké Bílovice",,,
MDDr. Kateøina Klapalová,"Vítìzná 1256/36, 360 01 Karlovy Vary",,,
MDDr. Kateøina Procházková,"nám. Osvoboditelù 1575, 691 02 Velké Bílovice",,,
MDDr. Kateøina Svobodová,"Olšanská 2666/7, 130 00 Praha 3",,,
MDDr. Kazerooni Seyed Reza,"Budìjovická 4, 252 42 Jesenice",,,
MDDr. Kirinoviè Martin,"Zámecká 2111, 347 01 Tachov",,,
MDDr. Klára Jiráèková,"Mìchurova 658, 339 01 Klatovy II",,,
MDDr. Klaudia Vavrdová,"Sokolská 1662/35, 120 00 Praha 2",,,
MDDr. Klíma Pavel,"Prùmyslová 162, 674 01 Tøebíè",,,
MDDr. Kmoníèková Kateøina,"Moravská 619, 768 11 Chropynì",,,
MDDr. Knob Stanislav,"Námìstí Jana Pernera 446, 560 02 Èeská Tøebová",,,
MDDr. Kociánová Jana,"Kalinovo nábøeí 605, 580 01 Havlíèkùv Brod",j.kocianova1@gmail.com,,
MDDr. Kocour Pavel,"Francouzská tøída 2080/4, 326 00 Plzeò",,,
MDDr. Koèí Kateøina,"Èechovská 57, 261 01 Pøíbram",,,
MDDr. Kopecká Eliška,"Praská 94, 503 51 Chlumec nad Cidlinou",,,
MDDr. Kopøiva Jan,"Kociánka 93/2, 612 47 Brno",kdent@email.cz,,
MDDr. Koátko Adam,"Krškova 807/21, 152 00 Praha 5",,,
MDDr. Kourousis Epameinondas,"Roškotova 1717/2, 140 00 Praha 4",,,
MDDr. Koutná Kateøina,", 739 51 Dobrá 78",,,
MDDr. Koutná Martina,"Na Odpolední 1042/19, 750 02 Pøerov",,,
MDDr. Kovanda Michal,"Golovinova 1559, 432 01 Kadaò",,,
MDDr. Kozárková Helena,"Rokytnice 413, 755 01 Vsetín",,,www.kozarkovahelena.cz
MDDr. Král Tomáš,"Branka 1141/54, 624 00 Brno",mddr.tomaskral@seznam.cz,,
MDDr. Kratochvíl Filip,"Ohmova 271, 109 00 Praha 10",,,
MDDr. Kratochvílová Kateøina,"Masarykovo námìstí 2667, 530 02 Pardubice",info@zubniordinacepardubice.cz,,www.zubniordinacepardubice.cz
MDDr. Krieger Jakub,"Plaòková 420, 391 43 Mladá Voice",jakub.kriger@gmail.com,,
"MDDr. Kristına Báèová, zubní ordinace s.r.o.","Všehrdova 146/3, 500 02 Hradec Králové",dentyna@seznam.cz,,
MDDr. Krybusová Barbora,"Kabelíkova 2682/1, 750 02 Pøerov",zubni.bk@email.cz,,
MDDr. Køikava Libor,"Husova 28, 586 01 Jihlava",,,
MDDr. Køikava Matouš,"Havlíèkova 5623/34a, 586 01 Jihlava",recepce.dmclinic@gmail.com,,mkdentist.cz
MDDr. Køí Hynek,"Na Poøíèí 1067/25, 110 00 Praha 1",,,
MDDr. Køí Ondøej,"ampachova 1720/3, 613 00 Brno",kriz@supradent.cz,,
MDDr. Køíová Lenka,"ampachova 3, 613 00 Brno",lenkamalinova@post.cz,,
MDDr. Kubásková Veronika,"Velké Hamry 155, 562 01 Ústí nad Orlicí",,,
MDDr. Kubíèková Agáta,"1. máje 500, 739 61 Tøinec",,,
MDDr. Kuncová Klára,"nám. Republiky 63/16, 591 01 ïár nad Sázavou 1",,,
MDDr. Kurti Ciljan,"Ïáblická 1003/2d, 182 00 Praha 8",,,
MDDr. Lada Štalzerová,"Lípová 664/2, 460 01 Liberec 4",,,
MDDr. Ladmanová Eliška,"Vinaøického 1361, 389 01 Vodòany",,,
MDDr. Lamlová Fišerová Michaela,"Masarykova 900, 735 14 Orlová",,,
MDDr. Lampart Václav,"Rapinova 3316/18, 702 00 Ostrava",receoce@100matologie.cz,,www.ldent.cz
MDDr. Lampartová Adéla,"Repinova 3316/18, 702 00 Ostrava",recepce@100matologie.cz,,
MDDr. Langerová Martina,"Bulharská 844/18, 470 01 Èeská Lípa",,,mddr-martina-safrankova.webnode.cz
MDDr. Lazar Martin,"Zahradní 1324, 751 31 Lipník nad Beèvou",mddr.lazar@seznam.cz,,
MDDr. Leila Dianiška,"Lidická 667, 258 01 Vlašim",,,
MDDr. Lenka Brousková,"Bratøí Èapkù 773, 542 32 Úpice",,,
MDDr. Lenka Truèková s.r.o.,"Dùlní ulice - areál Severoèeskıch dolù a.s., 418 01 Bílina 1",,,
MDDr. Leško Marek,"Rybkova 338/9, 602 00 Brno",,,
MDDr. Literák Adam,"Tichá 3213, 738 01 Frıdek-Místek",,,
MDDr. Lívia Pšenièková,"Budìjovická 148, 382 32 Velešín",,,
MDDr. Longin Petr,"Husova 3622, 580 01 Havlíèkùv Brod",ordinace.longin@centrum.cz,,
MDDr. Lopatka Jiøí,"Ruská 1236/168, 100 00 Praha 10",,,
MDDr. Louda Prokop,"Purkyòova 36, 682 01 Vyškov",,,
MDDr. Loudová Vladimíra,"Tyršova 324, 684 01 Slavkov u Brna",,,
MDDr. Lucie Hulová,"Mongolská 1546/2, 708 00 Ostrava - Poruba",,,
MDDr. Lucie Koneèná,"Divácká 583, 691 76 Šitboøice",,,
MDDr. Lucie Stejskalová,"Hornosušská 1050/8, 735 64 Havíøov",,,
"MDDr. Lucie Václavková, DiS s.ro.","Gen. Krátkého 2759/3a, 787 01 Šumperk",,,
MDDr. Lucie Zitková s.r.o.,"Smetanovo námìstí 333, 438 01 atec",,,
MDDr. Lucie Zitková s.r.o.,"Masarykovo námìstí 275, 338 08 Zbiroh",luciezit@gmail.com,,www.zubni-ordinace-zbiroh.cz
MDDr. Lukáš Jon s.r.o.,"Bratøí Èapkù 773, 542 32 Úpice",,,
MDDr. Lukáš Kohout,"Husovo námìstí 338, 342 01 Sušice",,,
"MDDr. Lukáš Novák, s.r.o.","Znojemská 2716/78, 586 01 Jihlava",,,
MDDr. Lukáš Uhrmacher,"Sadová 1554, 763 61 Napajedla",,,
MDDr. Lukáš Wenglorz,"Mariánské námìstí 979/8, 669 02 Znojmo",,,
MDDr. Magdalena Šifferová,"Kouøimská 915, 284 01 Kutná Hora - ikov",,,
MDDr. Magnusková Hana,"Kaštanová 268, 739 61 Tøinec",ordinace@hanadent.cz,,www.hanadent.cz
MDDr. Machaè David,", 756 12 Horní Lideè 291",,,
MDDr. Macháèek Petr,"Pivovarská 214/4, 370 01 Èeské Budìjovice",,,
MDDr. Malíková Iva,"Rokycanova 2911, 530 02 Pardubice",,,
MDDr. Malinová Natalie,"Libušská 400/115, 142 00 Praha 4",doktor@libusorinace.cz,,www.libusordinace.cz
MDDr. Maòák Petr,"Hošálková 516, 756 22 Hošálková u Vsetína",,,
MDDr. Mareèek Martin,"Bayerova 53, 756 61 Ronov pod Radhoštìm",,,https://mddr-martin-marecek.business.site
MDDr. Marek Horák,"Michnova 1622/4, 149 00 Praha 4",,,
MDDr. Marie Kopecká,"Spalova 2255/9, 269 01 Rakovník",,,
MDDr. Markéta BENEŠOVÁ,"Husovo námìstí 1, 403 17 Chabaøovice",,,
MDDr. Markéta Janeèková s.r.o.,"Nádraní 660, 345 06 Kdynì",,,
MDDr. Markéta Pašková Zdichová,"Ouvalova 390, 274 01 Slanı",,,
MDDr. Markéta Tùmová,"K Náklí 510, 257 41 Tınec nad Sázavou",,,
MDDr. Martin Fridrich,"Rybkova 338/9, 612 00 Brno",,,
MDDr. Martin Starı - ORTODONCIE,"Závodní 391/96C, 360 06 Karlovy Vary",,,
MDDr. Martin Štìrba,"Na Sadech 1864/ 23, 370 01 Èeské Budìjovice",,,
MDDr. Martina Babincová,"Dolany 417, 783 16 Dolany",,,
MDDr. Martina Barcíková,"Sokolovská 1389/20, 741 01 Novı Jièín",,,
MDDr. Martina Heømánková,"Vranové 1. díl 387, 468 22 Malá Skála",,,
MDDr. Martina Vlèková,"Havlíèkova 1265, 767 01 Kromìøí",,,
MDDr. Martínek Václav,"Geologická 575/2, 152 00 Praha 5",,,
MDDr. Masaryk Jozef,"Sadová 1042, 763 61 Napajedla",masarykdentistry@gmail.com,,
MDDr. Maštalka Vojtìch,"Habrecká 450, 584 01 Ledeè nad Sázavou",,,
MDDr. Mateèková Ivana,"Tìšnov 1163/5, 110 00 Praha 1",,,
MDDr. Matìj Beèvaøík,"Krškova 807/21, 152 00 Praha 5",,,
"MDDr. Matej KORMAN, MBA","J. E. Purkynì 270/5, 434 01 Most",,,
MDDr. Matoušek Václav,"U Hostivaøského nádraí 1328/6, 102 00 Praha 10",,,
MDDr. Mauerová Eliška,"Masarykova 37, 602 00 Brno",mddr.stejskalova@gmail.com,,www.ZubarkaBrno.cz
MDDr. Mgr. Hutaø David,"Radnièní 191/8, 795 01 Rımaøov",,,
MDDr. Mièková Ilona,"Za Poštou 112, 698 01 Veselí nad Moravou",,,
MDDr. Mifka Vojtìch,"Ïáblická 1003/2d, 182 00 Praha 8",,,
MDDr. Michaela Paèutová,"Franze Kafky 109/11, 589 01 Tøeš",,,
MDDr. Michaela Rybnikáøová,"Jílkova 2898/189, 615 00 Brno",,,
MDDr. Michaela Štolcová,"Èajkovského 2089/14a, 787 01 Šumperk",,,
MDDr. Michal Babulík,"Purkyòova 3030/35d, 612 00 Brno",,,
MDDr. MICHAL DIANIŠKA,"Lidická 667, 258 01 Vlašim",,,
MDDr. Mikšù Aneta,"Tychonova 44/3, 160 00 Praha 6",info@tychonka.cz,,www.tychonka.cz
MDDr. Milan KOPECKİ,"Dobrovského 34, 563 01 Lanškroun",,,	stomatologie-kopecky.cz
MDDr. Milena Šléglová,"Metyšova 1161, 514 01 Jilemnice",,,
MDDr. Miroslav Slánskı,"Ševèenkova 837/6, 703 00 Ostrava - Vítkovice",,,
MDDr. Misár Miroslav,"Partyzánská 1730/3, 747 05 Opava, Kateøinky",,,
MDDr. Misaø Adam,"nám. T. G. Masaryka 796/3, 290 01 Podìbrady",,,
MDDr. Miškóci Lukáš,"Obchodní 1507, 686 01 Uherské Hradištì",,,
MDDr. Mochow Petr,"Mezi Školami 2475/29, 158 00 Praha 5",,,
MDDr. Mokošínová Blanka,"Komenského 171/9, 250 01 Brandıs nad Labem - Stará Boleslav",,,
MDDr. Molnárová Hana,"Langrova 3181/23, 787 01 Šumperk",,,
MDDr. Monika Zeithamlová,"Èáslavská 973, 537 01 Chrudim",,,
MDDr. Moravec Radek,"Studentská 1694/7, 591 01 ïár nad Sázavou 1",,,
MDDr. Motyèka Martin,"Komenského 44, 516 01 Rychnov nad Knìnou",,,
MDDr. Mozo¾a Michal,"Janského 463/24, 779 00 Olomouc 9",,,
